gender,name,year,count,cnt_prev,share,share_prev,share_next,yoy,spike
female,제이,2022,269.0,239.0,21.411230946790308,18.24399627486603,20.944904683655313,1.1703965948767039,1.0198298715525538
female,제인,2022,100.0,113.0,7.959565407728737,8.625822506526617,7.662770006215358,0.9174421677876585,0.9174421677876585
female,조이,2022,134.0,113.0,10.665817646356508,8.625822506526617,13.026709010566108,1.2293725048354625,0.8156347011880759
female,주아,2022,599.0,660.0,47.67779679229515,50.380910215111214,44.273782258133174,0.945408214702595,0.945408214702595
female,주연,2022,87.0,72.0,6.924821904724002,5.496099296193951,5.7896484491404925,1.2485932066662075,1.1858285588652568
female,주은,2022,164.0,164.0,13.053687268675132,12.518892841330667,11.664438787238934,1.0385709730733244,1.0385709730733244
female,주하,2022,283.0,337.0,22.52557010387233,25.724798094685575,23.15859379656197,0.8739377907490498,0.8739377907490498
female,지민,2022,370.0,398.0,29.45039200859633,30.38121555396101,27.841397689249135,0.9677691630942092,0.9677691630942092
female,지수,2022,256.0,246.0,20.37648744378557,18.778339261996,21.285472239487106,1.0822243619178047,0.9550520942336269
female,지아,2022,1692.0,1670.0,134.67584669877024,127.47896978672081,125.49914432401597,1.0560412032183892,1.0560412032183892
female,지안,2022,1652.0,1689.0,131.49202053567873,128.92932932321645,102.8514018612017,1.019481348101645,1.019481348101645
female,지연,2022,113.0,122.0,8.994308910733475,9.31283491855086,7.918195673089204,0.960639484619427,0.960639484619427
female,지온,2022,326.0,388.0,25.94818322919569,29.617868429489626,24.69114779780504,0.8746224317013419,0.8746224317013419
female,지우,2022,1330.0,1321.0,105.86221992279222,100.83815514266958,99.02001685809401,1.0493027627781342,1.0493027627781342
female,지원,2022,279.0,349.0,22.20718748756318,26.640814644051236,24.010012686141454,0.8320160993105037,0.8320160993105037
female,지유,2022,1315.0,1177.0,104.6682851116329,89.84595655028167,112.13186775761807,1.164326952270524,0.9330231988807751
female,지윤,2022,531.0,659.0,42.265292315039595,50.304575502664086,48.10516726124086,0.8393535620770646,0.8393535620770646
female,지율,2022,516.0,615.0,41.07135750388029,46.945848154989996,41.80466747835268,0.873935871280139,0.873935871280139
female,지은,2022,296.0,317.0,23.560313606877063,24.198103845742814,22.732884351772228,0.9716352980323241,0.9716352980323241
female,지현,2022,123.0,145.0,9.790265451506347,11.068533304835041,11.494155009323036,0.8805356950497166,0.8480712051769703
female,지호,2022,159.0,128.0,12.655708998288693,9.770843193233691,7.4924862282994615,1.2886580866099309,1.2886580866099309
female,지효,2022,121.0,114.0,9.631074143351773,8.702157218973756,9.025040229542533,1.1004228903101303,1.0612706830763292
female,채린,2022,367.0,427.0,29.21160504636447,32.59492221492802,25.968276132174267,0.8948284469492916,0.8948284469492916
female,채민,2022,110.0,148.0,8.755521948501611,11.297537442176454,6.641067338719977,0.7715790314080959,0.7715790314080959
female,채빈,2022,165.0,207.0,13.133282922752418,15.80128547655761,10.983303675575346,0.8285310956120983,0.8285310956120983
female,채아,2022,1055.0,918.0,83.97341505153818,70.07526602647287,88.1218550714766,1.1974773118127997,0.9523834446203389
female,채안,2022,108.0,70.0,8.596330640347038,5.343429871299675,6.130216004972286,1.5938523065055723,1.3909433963846685
female,채연,2022,124.0,139.0,9.869861105583634,10.61052503015221,9.535891563290223,0.9258325530560395,0.9258325530560395
female,채원,2022,793.0,894.0,63.11935368328889,68.24323292774156,60.53588304910133,0.9242402354867729,0.9242402354867729
female,채윤,2022,574.0,685.0,45.687905440362954,52.28927802628967,44.44406603604908,0.87291814414051,0.87291814414051
female,채율,2022,137.0,163.0,10.904604608588372,12.442558128883528,9.961601008079965,0.8728880423118692,0.8728880423118692
female,채은,2022,622.0,678.0,49.50849683607275,51.754935039159705,51.25541715268495,0.9556714393840846,0.9556714393840846
female,채이,2022,712.0,621.0,56.67210570302861,47.403856429672835,70.3272002792654,1.1942571155837953,0.8052622934437108
